0,1,2
心脏病,疾病,我父亲60岁特别瘦。最近2个月总是呼吸困难，上不来气。走几步路就要休息一会。还伴有腰疼。半夜咳嗽吐痰喘不上来气。几年前查出有陈旧性胸膜炎。吸烟几十年。家族有<entity>患者。请问去医院就医。需要检查哪里？大概是哪里的疾病？
心脏病,疾病,问题描述：患有糖尿病<entity>等多种疾病.偶尔犯一过性脑缺血.有时严重一天很多次.请问有治疗的药物吗
心脏病,疾病,所患疾病：先心房间隔缺损病情描述（发病时间、主要症状、就诊医院等）：我家宝宝在出生5天时因喝奶呛咳后口周青紫检查出有1.先心、房间隔缺损（继发孔0.32cm+0.23cm）2.三尖瓣轻度反流后住院过程中曾复查过心超未发现房间隔缺损提示“乱圆孔未闭”现在三个月了再次复查心超提示：先心；房间隔缺损（继发孔0.30cm）三尖瓣轻度反流目前小孩子没有青紫等现象一般情况良好；体重正常；就是平时吸奶的时候感觉比较吃力力道不足慢慢的就会睡着曾经治疗情况和效果：住院期间无特殊治疗想得到怎样的帮助：请问像我家宝宝这样的情况可能自愈吗？需要什么样的治疗？平时需要注意些什么？可以接种疫苗吗？如果有发烧感冒的情况有什么紧急处理的办法谢谢病历类型：超声(B超/彩超)检查时间：2011-06-061.剑下及心尖四腔切面：房间隔回声中断0.3cm位继发孔左房内见肺静脉汇入2.心脏大血管位置正常室间隔完整；各瓣膜回声级活动未见异常3、胸骨上主动脉弓长轴切面未见未闭动脉导管及主动脉弓降部缩窄多普勒检查：1.肺动脉峰值流速0.92M/S主动脉峰值流速0.98M/S2.剑下及心尖四腔切面：见房间隔水平红色血流束从左房入右房；SV置于房间隔缺损处见舒张期为主向上湍流频谱3、心尖四腔切面：三尖瓣水平见蓝色血流束从右室入右房：SV置于三尖瓣口右房侧见收缩期向下湍流频谱诊断及建议：先天性<entity>房间隔缺损（继发孔0.3cm）；三尖瓣轻度反流心超检查医院：浙江大学医学院附属儿童医院所有检查均医是在该院检查（）
心脏病,疾病,病情描述发病时间、主要症状、症状变化等）：主要症状：做羊水穿刺能不能查出胎儿唇腭裂，先天性<entity>，畸形之类的疾病发病时间：化验检查结果：
心脏病,疾病,<entity>受到惊吓后尿了裤子会引起什么疾病？从去年年底的时候查出有<entity>的，一直在吃药，不能着急，还特别怕生气，前几天上班的时候因为楼上装修突然电钻一响吓的我心跳加速，立马就尿裤子了，感觉心慌，心口堵得也很难受，像我这样会不会引起什么其他的疾病？。<entity>受到惊吓会导致其他疾病吗？
心脏病,疾病,肺源性<entity>，室速，怎么办？所患疾病：肺源性<entity>肺源性<entity>，24小时动态心电图显示：室速。请问应该怎么办？
心脏病,疾病,<entity>+甲瘤怎么治疗所患疾病：<entity>+甲瘤病情描述（发病时间、主要症状、就诊医院等）：我是一个二尖瓣脱垂关闭不全(中度)的男性患者(38岁)，心功能基本正常，能正常生活，目前正在随诊观察，估计两三年后手术，最近体检发现得甲瘤，超声如下：甲状腺探查：甲状腺右侧叶大小约1.8*1.3cm，峡部厚0.2cm，左侧叶大小约2.1*1.7cm。甲状腺形态、大小正常。CDIF探查：甲状腺内血流信号正常，未见异常血流。左侧叶内见混合回声包块（以囊为主），大小约1.9*1.3*1.8cm，边界清。检查结论：甲状腺左侧叶内见混合回声包块，拟甲瘤甲状腺右侧叶及峡部未见异常.请问教授：1我这种情况是恶性还是良性，2目前是否得马上甲瘤手术，3手术是那种方式好(如常规微创等)4对以后心脏手术有没有影响。谢谢.想得到怎样的帮助：<entity>+甲瘤怎么治疗（
心脏病,疾病,我得这个病已经很多年了碰到点什么事情就心脏就难受走了很多医院也治不好我就害怕随着年龄的增长还会有别的症状出现得这种病会有别的并发症么曾经治疗情况和效果：<entity>包括哪些疾病会有并发症么（）
心脏病,疾病,<entity>分为哪几类？随着社会的不断进步，人们的生活也在提高，但是现在疾病一直在危害着大家，有的人根本就不知道自己以后会生什么病，有的人死于<entity>，有人的死于癌症等，但是<entity>又分为很多种，我们不是专业人员根本就不知道有哪些。。请问<entity>有哪几类呢？
心脏病,疾病,可以咨询一下关于<entity>引发的疾病治疗方法
心脏病,疾病,现在心脏肿大，肺动脉高压89，双向分流，左向右为主。没有其他疾病，各项检验指标正常。诱因是去年的一次酒驾给他心理造成了很大阴影，精神压抑，烦躁。以前没什么症状，这次酒驾检查身体时发现是先天性<entity>。以前身体很好，从未患过感冒。，现正在调理，请问可以手术治疗吗？
心脏病,疾病,病情描述发病时间、主要症状、症状变化等）：左胸口不舒服，没精神有时气短。睡眠不好一在意呼吸就出汗，总担心自己有<entity>曾经治疗情况和效果：心电图胸片正常，血压也正常想得到怎样的帮助：是心理疾病吗
心脏病,疾病,我是东北人，最近妈妈哮喘病频频发作，俗话说，一方水土养一方人，听说南方天气好，在大自然痒吧呼吸新鲜空气（特别是海南五指山）可以使病不治而愈。我想把父母牵到南方长期居住，但是，爸爸怕南方有海啸，刚刚又发过地震，怕有生命危险。因为爸爸有<entity>，受不得惊吓！所以，在此，我想问，怎么治疗二老的疾病呢？
心脏病,疾病,我23岁女性以前爬22层楼最多气喘嘘嘘现在爬13层楼就腿酸（爬四五层的时候腿就酸了）发软呕吐心脏像快要跳出来还有点点疼痛请问什么问题同事跟我一起爬都没事好得很另外有时候白天手握起拳头捏不出指甲莹不止一次但不是每天都这样）几乎没力气不过这个不是一直持续的也可能是我缺钙或其他元素或是其他原因吧但是还是提下以免遗漏曾经治疗情况和效果：很小很小的时候也就小学或者初中的时候做过心电图说是心跳过快医生说没大碍只是有一点点心跳过速其他的就从没有过关于心脏的病史想得到怎样的帮助：给予大概可能的评估比如我这样患<entity>的几率是不是大些或者已经有心脏的疾病或缺陷了该做什么注意什么（
心脏病,疾病,病情描述发病时间、主要症状、症状变化等）：尊敬的医生你好：我的孩子在五个月大的时候，查出有先天性<entity>，彩超结论为：房间隔缺损、肺动脉瓣狭窄。我想请问一下这种有房间隔缺损、肺动脉瓣狭窄小儿可否打安尔宝预防针？宝宝八个月的时候打过一次安尔宝，当天晚上注射处又红又肿，第二天有些低烧）这种安尔宝预防针共需打三针，我家宝宝已打过一针，如果以后不再打这种预防针可不可以？再次感谢专家帮忙解答，万分感谢！八个半月第一次问题补充：(2007-12-2015：02：00)告家长书中安尔宝的解释为：预防由b型流感嗜血杆菌引起的侵袭性感染脑膜炎、肺炎、败血症、蜂窝组织炎、关节炎、心包炎、会厌炎等Hib相关疾病）男
心脏病,疾病,由于长时间睡眠不好有时心跳得比正常时的快，心？想得到怎样的帮助：由于长时间睡眠不好有时心跳得比正常时的快，心还有点痛，胸口有一点气堵堵的感觉，有时还觉得胃胀不舒服，但是一会就好了，像我这样睡眠不好的，会不会导致<entity>或什么其他疾病呢？有点担心呢。
心脏病,疾病,<entity>属于重大疾病吗
心脏病,疾病,"大家好,我爸爸今年58,以前无<entity>史,而且爱好体育,身体素质非常好,年轻时飞行员的体检都通过了,家族也没遗传,只是我姑姑有<entity>(爸爸的妹妹).爸爸平时吃饭睡觉等都很有规律,但是比较爱喝酒,喜欢抽烟,最近两个月开始有心脏疼痛的现象,一般在下午或睡觉前,发作的时候心脏部位疼,大汗淋漓,有时脖子后面感觉硬,吃完速效后很舒服不到10分钟症状缓解.现在还没到医院检查请大家先帮忙分析一下是哪类疾病,是什么原因造成的.十万分的感谢"
心脏病,疾病,对于患有螺旋幽门肠道疾病和有<entity>的人可以吃雪莲果吗？是否有
心脏病,疾病,牙龈疾病会导致<entity>吗？
心脏病,疾病,凌晨三点左右突然出现心脏部位（左乳头下方靠中一点）严重憋闷，呼吸非常困难，必须张口才能维持供氧，无凌晨三点左右突然出现心脏部位（左乳头下方靠中一点）严重憋闷，呼吸非常困难，必须张口才能维持供氧，无法躺下继续睡觉，然后去了中医院住院并作了系统检查，没有心脏方面的疾病，医生说不是<entity>，后输了一些液体回家到现在症状明显好转，但是始终觉得胸口不舒服，害怕再次反复，请问这是什么原因（医生让明天继续输液观察）？
心脏病,疾病,心源性浮肿常因心脏疾病如先天性<entity>心肌炎心包炎或肺炎肾炎重度贫血等引起心力衰竭而导致.一般以下肢浮肿为主伴有呼吸困难心率过速肝肿大颈部静脉变粗等症状.我母亲就是这种她现在58岁今年发病率高半个月一次曾经治疗情况和效果：请问医生这该如何医治？？？急谢谢（）
心脏病,疾病,新生儿疾病筛查可以看出先天性<entity>吗??
心脏病,疾病,第二对角支近段局限非钙化斑块.管腔重度狭？我有严重的<entity>，其中第二对角支近段局限肺钙化斑块，管腔重度狭窄，我已经做了手术。请问我除了选择手术治疗外，还有哪些中医的中药对这一疾病有较好的辅助疗效？。哪些中医中药对第二对角支段局限肺钙化斑块有疗效？
心脏病,疾病,"病情描述发病时间、主要症状、症状变化等）：最近到本地医院做心电图，内科大夫告之：心电图显示为""短P-R综合症""，这是种什么类型的疾病?严格说来，应该不能单纯地判断为有<entity>，但以后会发展成为<entity>，或者房颤等病症吗?本次发病及持续的时间：2年目前一般情况：经常感到胸、背发闷，后背疼痛较明显，且感觉手、足、心脏抖得厉害，感觉非常难受，但肉眼看不到手、足有抖的症状。病史：无以往的诊断和治疗经过及效果：无辅助检查：无其它：无"
心脏病,疾病,心脏方面的疾病？最近发现有一些心脏的方面的问题，就怕以后的<entity>会更严重了，有的时候会感觉心口很闷，喘气都很是费劲的，心在就这有这些症状，没有其他的问题，如果不注意害怕会更严重，想提前做好预防，怕病情会更加恶化。。请问，现在有一些心脏方面的疾病应该如何提前预防好？
心脏病,疾病,怀孕17周了，检查是上呼道感染，会影响孩？想得到怎样的帮助：怀孕17周了，检查是上呼道感染，会影响孩子吗。无17周了，感冒病毒还会影响胎儿吗？比如<entity>或者兔唇之类的疾病？谢谢
心脏病,疾病,45岁晚上时常被憋醒？我现在的症状就是晚上睡觉的时候老是被憋醒，很担心是不是什么心血管疾病，怎么治疗好呢，一般是不是什么<entity>呀，怎么治疗好呢。想知道怎么确诊？。为什么晚上睡觉会被b憋醒，怎么治疗？
